forward bid,hydrogen production
6.735216586581627,0.0
1.7703118138141791,1.0
5.439334776172235,1.0
5.994884624079518,0.0
7.910384980064581,1.0
6.870684160012445,1.0
5.165942771027507,1.0
7.623743411745261,1.0
5.285708464708999,1.0
5.718921093211494,0.0
5.422676536257895,1.0
7.573081309661054,0.0
7.676027823693035,0.0
6.047810143079948,1.0
5.285485885625885,1.0
3.5045034582219436,1.0
5.29439908956405,1.0
6.901449082217173,0.0
4.70769609592786,1.0
0.940098951749093,1.0
-0.12070920512674488,1.0
-0.09521479003953304,1.0
1.0977651285886632,1.0
-1.0,1.0
3.549505822724316,0.0
0.786677194524583,1.0
0.389104769173922,1.0
1.4835384984696027,1.0
0.3936286934038111,1.0
1.441667559219845,1.0
3.766354237737267,0.0
3.231680927271811,0.0
3.573559264241028,0.0
0.9559179361344081,0.0
1.7659296595719989,0.0
1.544207817105623,0.0
4.0216937300585585,0.0
0.074412646836342,0.0
3.228968686317568,0.0
9.493952953938487,0.0
1.161458472247124,0.0
6.913149255808076,0.0
6.2861839483522814,0.0
10.0,0.0
8.894574040143935,0.0
6.8176569269329494,1.0
9.0,1.0
8.101217743762307,1.0
8.17520794486024,1.0
9.0,1.0
8.273102453379071,1.0
9.0,1.0
8.913787359921487,1.0
9.0,1.0
9.0,1.0
8.130317066071385,0.0
5.869250318221724,1.0
9.0,1.0
8.05156743845806,1.0
9.0,1.0
9.0,1.0
8.672713864737034,0.0
8.308891308772449,0.0
10.0,0.0
3.7180300115046947,0.0
2.7018666012772643,0.0
4.0058440289839865,0.0
4.3171154663328695,0.0
2.358336955030773,0.0
7.493879473235504,1.0
9.0,1.0
8.66452975050386,1.0
8.482092549352291,1.0
9.0,1.0
8.62307554624168,1.0
7.918483638388125,1.0
8.623874627343788,1.0
8.629263633106529,1.0
9.0,1.0
9.0,1.0
7.594447532620686,1.0
8.116779579210837,1.0
8.810275549015055,0.0
8.692932692856012,1.0
6.842699437590256,1.0
8.783421777289712,1.0
7.327961584311701,1.0
9.0,1.0
1.988487778455224,1.0
8.89887931383452,1.0
10.0,0.0
10.0,0.0
6.355748828462481,1.0
9.002022652772135,0.0
6.503148790617756,1.0
5.502033300452181,1.0
2.156795190079464,1.0
1.452966556757275,1.0
-0.805317286146258,1.0
0.5451635536939041,1.0
0.52969007697852,1.0
1.7520402763076577,1.0
2.9167390887616382,1.0
3.567040483687874,1.0
1.8635353656040352,1.0
0.39839982427312204,0.0
0.0,0.0
-1.0,1.0
0.0,0.0
2.249810620360618,0.0
5.321811260467811,0.0
8.781208178972106,1.0
4.399756591821554,0.0
3.252426492316605,1.0
7.633483505455693,1.0
6.12404617489425,1.0
8.344318681471828,1.0
8.946220970608383,1.0
5.163960520125617,1.0
5.4919743935569105,1.0
5.0517757843779885,1.0
6.12105368156551,0.0
6.266798440135906,0.0
5.887227066459516,1.0
5.955537833448283,1.0
6.6071383952353475,1.0
5.850055443185981,1.0
8.441186926631872,1.0
10.0,0.0
5.989835453310523,0.0
4.28268230524263,0.0
3.2601494547430754,1.0
3.255719745582633,1.0
2.490875993856066,1.0
2.301051145258656,1.0
1.108381670144319,0.0
7.003073460806859,0.0
1.5771687538453891,1.0
3.545749308840426,1.0
3.819706915472006,1.0
0.8941412484861839,1.0
2.638930768513486,1.0
4.3827122260226625,1.0
4.803159163311808,1.0
5.555449996974758,1.0
6.3725076932987825,1.0
2.863716219064202,1.0
4.258987922743868,1.0
-0.42730469591519094,1.0
1.327100897351587,0.0
-0.553884475520199,1.0
1.6746156546635556,1.0
7.1364408236090675,0.0
9.0,1.0
